loan_id,loan_amount,interest_rate,term_months,grade,purpose,annual_income,dti_ratio,home_ownership,employment_length,default
9459,6500.0,19.52,60,E,other,68643.0,13.92,RENT,3 years,0
5076,35000.0,11.67,60,B,debt_consolidation,84000.0,14.54,MORTGAGE,< 1 year,0
3772,11200.0,18.06,60,D,debt_consolidation,27000.0,22.0,RENT,4 years,1
2416,20000.0,15.59,36,C,credit_card,48000.0,30.68,OWN,Unknown,1
10574,21650.0,7.9,36,A,debt_consolidation,61000.0,11.15,MORTGAGE,10+ years,0
3089,35000.0,19.99,36,D,home_improvement,160000.0,3.84,MORTGAGE,3 years,0
8439,8000.0,8.19,36,A,debt_consolidation,50000.0,12.12,MORTGAGE,10+ years,0
1910,12500.0,14.49,36,C,credit_card,72000.0,24.13,MORTGAGE,10+ years,0
1107,8500.0,14.16,36,C,home_improvement,143000.0,8.79,MORTGAGE,2 years,0
7888,17000.0,5.93,36,A,debt_consolidation,85000.0,19.37,RENT,1 year,0
1841,32000.0,14.33,36,C,debt_consolidation,150000.0,9.59,RENT,7 years,0
4380,4300.0,9.63,36,B,debt_consolidation,30000.0,12.96,RENT,1 year,0
4980,8000.0,12.99,36,B,debt_consolidation,25000.0,18.14,MORTGAGE,10+ years,0
9213,8800.0,18.25,36,E,moving,22000.0,16.97,RENT,< 1 year,0
9381,8450.0,22.15,36,E,debt_consolidation,35000.0,15.43,RENT,10+ years,0
9423,4950.0,22.15,36,E,home_improvement,44400.0,19.62,MORTGAGE,Unknown,0
5080,6900.0,12.42,36,B,debt_consolidation,35000.0,23.83,MORTGAGE,7 years,0
2787,6025.0,14.49,36,C,credit_card,70000.0,29.61,MORTGAGE,4 years,0
8251,9600.0,6.49,36,A,debt_consolidation,42500.0,24.0,MORTGAGE,10+ years,0
4286,15000.0,17.14,60,D,debt_consolidation,45000.0,29.41,RENT,2 years,0
10870,12000.0,10.75,36,B,debt_consolidation,99500.0,10.35,OWN,10+ years,0
7344,19400.0,8.9,60,A,debt_consolidation,101500.0,12.33,MORTGAGE,7 years,0
1289,15000.0,15.8,36,C,credit_card,115000.0,12.0,MORTGAGE,3 years,0
6565,36000.0,9.44,60,B,credit_card,205000.0,9.76,MORTGAGE,10+ years,0
2192,3000.0,13.98,36,C,medical,72000.0,10.46,RENT,< 1 year,0
10773,25000.0,9.67,36,B,debt_consolidation,66500.0,19.17,MORTGAGE,10+ years,0
845,13750.0,14.49,60,C,debt_consolidation,63959.0,5.12,RENT,10+ years,0
7190,5000.0,11.99,36,B,debt_consolidation,43200.0,14.0,OWN,10+ years,0
3949,10000.0,19.22,60,D,debt_consolidation,45000.0,10.75,RENT,8 years,0
2133,33300.0,14.49,60,C,debt_consolidation,154000.0,17.31,MORTGAGE,10+ years,0
1856,12400.0,15.27,60,C,home_improvement,60000.0,17.06,MORTGAGE,8 years,0
3500,5300.0,16.49,36,D,other,45000.0,6.11,RENT,5 years,1
3439,8000.0,19.42,36,D,small_business,48000.0,3.08,RENT,3 years,1
1333,16000.0,14.99,60,C,other,65000.0,16.53,MORTGAGE,10+ years,0
6640,16625.0,12.12,36,B,debt_consolidation,37000.0,14.92,MORTGAGE,< 1 year,0
9604,14400.0,22.15,36,E,credit_card,64000.0,14.76,RENT,8 years,1
10248,18800.0,8.19,36,A,credit_card,58800.0,19.77,RENT,6 years,0
1953,15000.0,14.64,36,C,debt_consolidation,46000.0,28.1,MORTGAGE,< 1 year,1
10584,16000.0,10.99,36,B,credit_card,72000.0,15.67,RENT,< 1 year,0
3997,35000.0,20.2,60,D,debt_consolidation,110000.0,16.0,MORTGAGE,10+ years,0
1661,12375.0,15.31,36,C,debt_consolidation,54000.0,23.27,RENT,3 years,0
10919,7000.0,6.99,36,A,credit_card,65000.0,27.0,MORTGAGE,Unknown,0
3759,3175.0,17.57,36,D,debt_consolidation,42000.0,36.27,MORTGAGE,10+ years,0
9513,35000.0,22.45,60,E,debt_consolidation,120000.0,32.45,MORTGAGE,10+ years,1
6184,31500.0,9.17,60,B,credit_card,105000.0,16.56,MORTGAGE,10+ years,0
10102,6000.0,7.07,36,A,home_improvement,52000.0,21.14,MORTGAGE,3 years,0
9629,15000.0,21.97,60,E,debt_consolidation,62000.0,15.93,OWN,10+ years,1
2675,10075.0,14.33,36,C,debt_consolidation,29000.0,18.04,MORTGAGE,9 years,1
5193,5000.0,9.75,36,B,debt_consolidation,80000.0,23.34,RENT,10+ years,0
321,22575.0,14.49,60,C,credit_card,49275.0,26.28,OWN,3 years,0
330,3200.0,14.08,36,C,debt_consolidation,60000.0,22.46,RENT,2 years,0
7772,19200.0,7.26,36,A,credit_card,85000.0,5.52,OWN,5 years,0
2762,4200.0,12.79,36,C,debt_consolidation,70000.0,10.77,RENT,3 years,0
6205,7200.0,11.44,36,B,debt_consolidation,102000.0,21.25,RENT,4 years,1
1529,15000.0,15.05,60,C,debt_consolidation,34368.0,27.13,RENT,5 years,0
8125,9600.0,7.07,36,A,credit_card,60000.0,11.4,MORTGAGE,Unknown,0
2722,9900.0,12.99,36,C,debt_consolidation,40000.0,24.24,RENT,2 years,1
3295,4200.0,17.09,36,D,other,6000.0,183.16,RENT,< 1 year,1
6201,10000.0,11.67,36,B,credit_card,57000.0,13.2,RENT,10+ years,0
4016,1100.0,16.55,36,D,other,65000.0,24.34,RENT,10+ years,0
1339,9000.0,13.67,36,C,debt_consolidation,43000.0,21.43,RENT,4 years,1
721,5000.0,13.67,36,C,other,39000.0,12.22,MORTGAGE,5 years,0
9054,18000.0,7.12,36,A,debt_consolidation,110000.0,28.94,OWN,2 years,0
28,6600.0,13.49,36,C,vacation,107000.0,34.42,MORTGAGE,3 years,0
3014,7800.0,19.99,36,D,credit_card,41000.0,21.25,MORTGAGE,10+ years,0
6593,5350.0,9.99,36,B,debt_consolidation,58000.0,19.07,MORTGAGE,10+ years,0
95,19500.0,13.35,60,C,debt_consolidation,52000.0,6.14,MORTGAGE,5 years,0
2174,15000.0,12.29,36,C,car,55000.0,11.87,RENT,2 years,0
3732,30000.0,18.25,60,D,debt_consolidation,109000.0,15.22,MORTGAGE,6 years,1
437,30000.0,14.08,60,C,home_improvement,65000.0,8.07,MORTGAGE,3 years,1
9800,7900.0,23.13,36,F,debt_consolidation,21992.04,38.26,OWN,Unknown,1
7916,6000.0,7.07,36,A,debt_consolidation,140000.0,4.11,RENT,10+ years,0
7435,8200.0,7.62,36,A,credit_card,25000.0,9.12,RENT,3 years,0
1474,7200.0,13.99,36,C,debt_consolidation,49000.0,10.23,MORTGAGE,3 years,0
8374,22000.0,8.9,60,A,debt_consolidation,50000.0,22.06,MORTGAGE,10+ years,0
6671,16800.0,9.99,60,B,debt_consolidation,54000.0,17.53,MORTGAGE,2 years,1
10119,5000.0,5.32,36,A,debt_consolidation,46000.0,19.51,RENT,Unknown,0
4040,5650.0,16.99,36,D,debt_consolidation,40000.0,28.74,RENT,1 year,0
11108,25000.0,9.99,36,B,debt_consolidation,50000.0,29.24,RENT,7 years,0
3893,28100.0,18.25,36,D,debt_consolidation,64000.0,23.93,OWN,9 years,0
8471,15000.0,7.49,36,A,debt_consolidation,67000.0,29.93,MORTGAGE,8 years,0
9862,9750.0,24.11,36,F,debt_consolidation,45000.0,5.84,RENT,1 year,1
10435,8200.0,11.99,36,C,debt_consolidation,54424.0,21.32,RENT,2 years,0
9957,21475.0,25.89,60,G,debt_consolidation,60000.0,20.26,RENT,7 years,1
1064,12500.0,13.99,60,C,debt_consolidation,47000.0,24.57,MORTGAGE,2 years,1
257,22000.0,13.98,36,C,other,96000.0,26.18,RENT,1 year,0
4289,12275.0,16.29,36,D,debt_consolidation,60000.0,14.0,RENT,10+ years,0
8058,8400.0,6.99,36,A,debt_consolidation,75000.0,16.08,RENT,5 years,0
5998,15000.0,9.17,36,B,debt_consolidation,85000.0,8.64,RENT,3 years,0
446,20000.0,12.79,36,C,debt_consolidation,150000.0,11.25,MORTGAGE,1 year,0
2527,17000.0,15.8,60,C,debt_consolidation,110000.0,10.71,MORTGAGE,10+ years,0
5012,16000.0,9.93,36,B,credit_card,185000.0,7.08,OWN,5 years,0
10141,21000.0,10.99,60,B,home_improvement,100000.0,16.67,OWN,10+ years,0
5238,11200.0,8.18,36,B,car,72000.0,12.1,MORTGAGE,10+ years,0
2,30000.0,12.79,36,C,debt_consolidation,72000.0,19.83,MORTGAGE,10+ years,0
1625,20000.0,12.62,36,C,debt_consolidation,60000.0,12.24,OWN,3 years,0
8402,17600.0,8.39,36,A,debt_consolidation,65000.0,19.57,RENT,7 years,0
9525,13300.0,20.75,60,E,debt_consolidation,37000.0,24.59,RENT,10+ years,1
69,18000.0,12.69,36,C,debt_consolidation,88000.0,25.15,MORTGAGE,10+ years,0
10082,18000.0,11.99,36,C,debt_consolidation,80000.0,5.39,RENT,< 1 year,0
10445,7250.0,10.15,36,B,debt_consolidation,69000.0,13.22,RENT,3 years,0
3926,5000.0,16.99,36,D,debt_consolidation,38000.0,11.56,RENT,8 years,0
3734,5000.0,18.99,36,D,debt_consolidation,17000.0,7.42,RENT,Unknown,0
10447,10000.0,13.98,36,C,debt_consolidation,36000.0,35.57,RENT,Unknown,0
120,25000.0,13.44,60,C,debt_consolidation,104000.0,8.98,OWN,5 years,0
1683,9000.0,11.99,36,C,debt_consolidation,45200.0,3.32,RENT,9 years,0
5540,12600.0,8.39,36,B,credit_card,56000.0,21.2,MORTGAGE,10+ years,0
4872,4000.0,9.76,36,B,wedding,58000.0,19.16,RENT,4 years,1
8990,25000.0,7.89,60,A,credit_card,75000.0,15.89,MORTGAGE,10+ years,1
24,7200.0,15.81,36,C,debt_consolidation,76000.0,4.07,MORTGAGE,6 years,0
70,7000.0,12.29,36,C,debt_consolidation,40000.0,15.66,RENT,1 year,0
7558,15000.0,7.9,36,A,debt_consolidation,55000.0,18.98,MORTGAGE,8 years,0
6286,8000.0,9.67,36,B,credit_card,31000.0,21.1,OWN,5 years,0
9960,20000.0,25.89,60,G,home_improvement,40000.0,35.7,MORTGAGE,3 years,1
6254,19575.0,9.17,36,B,debt_consolidation,60000.0,18.04,MORTGAGE,10+ years,0
1923,12000.0,13.67,36,C,credit_card,80000.0,25.68,MORTGAGE,8 years,1
1814,15000.0,15.04,60,C,debt_consolidation,60000.0,29.72,MORTGAGE,1 year,0
7609,14000.0,8.19,36,A,debt_consolidation,49000.0,13.01,RENT,8 years,0
1208,21150.0,14.49,36,C,major_purchase,46800.0,6.54,RENT,1 year,0
9283,22800.0,20.99,60,E,debt_consolidation,60000.0,27.7,OWN,10+ years,0
5959,5000.0,9.49,36,B,credit_card,33000.0,28.98,RENT,2 years,0
486,7000.0,13.66,36,C,other,65500.0,22.55,RENT,10+ years,0
1398,35000.0,14.98,60,C,home_improvement,140000.0,2.14,MORTGAGE,10+ years,0
358,35000.0,15.1,36,C,debt_consolidation,210000.0,6.94,MORTGAGE,10+ years,0
339,8500.0,15.31,36,C,other,80000.0,6.44,OWN,10+ years,0
9272,30000.0,18.99,60,E,debt_consolidation,90000.0,13.98,MORTGAGE,8 years,0
5150,20000.0,10.49,36,B,debt_consolidation,85000.0,21.43,MORTGAGE,9 years,0
4066,10000.0,19.2,60,D,debt_consolidation,120000.0,16.38,MORTGAGE,10+ years,0
10454,3000.0,10.99,36,B,car,50000.0,38.09,RENT,10+ years,0
1646,8000.0,13.33,36,C,house,50000.0,14.47,OWN,2 years,1
3395,14000.0,18.99,60,D,debt_consolidation,65000.0,13.98,RENT,10+ years,1
4528,5000.0,12.99,36,B,debt_consolidation,52000.0,4.85,MORTGAGE,5 years,0
9591,30000.0,22.74,60,E,home_improvement,170000.0,18.31,MORTGAGE,10+ years,0
6529,15000.0,9.17,36,B,credit_card,90000.0,12.04,RENT,10+ years,0
5898,6000.0,13.67,36,B,debt_consolidation,185000.0,12.69,RENT,10+ years,0
3874,7300.0,20.0,36,D,debt_consolidation,240000.0,4.21,MORTGAGE,2 years,1
9799,22250.0,24.08,60,F,other,62000.0,24.53,RENT,1 year,0
5485,26375.0,11.67,36,B,debt_consolidation,60000.0,22.08,RENT,8 years,1
3833,25000.0,15.61,60,D,debt_consolidation,125938.0,25.03,MORTGAGE,10+ years,0
5513,10000.0,9.75,36,B,home_improvement,96500.0,16.52,OWN,10+ years,0
7444,13000.0,5.32,36,A,debt_consolidation,101000.0,9.49,MORTGAGE,8 years,0
7284,8000.0,7.26,36,A,other,60000.0,17.36,RENT,8 years,0
290,10400.0,15.04,36,C,other,68000.0,1.46,RENT,7 years,0
11028,13600.0,14.47,36,C,debt_consolidation,63000.0,32.0,MORTGAGE,7 years,1
5269,28000.0,10.99,60,B,debt_consolidation,115000.0,24.31,MORTGAGE,2 years,0
10327,18000.0,10.99,36,B,debt_consolidation,75000.0,9.79,MORTGAGE,6 years,0
4645,6025.0,10.75,36,B,debt_consolidation,19500.0,9.23,RENT,Unknown,0
1228,10000.0,12.39,36,C,debt_consolidation,30600.0,15.41,RENT,2 years,0
7145,8000.0,9.99,36,B,debt_consolidation,49000.0,1.79,MORTGAGE,2 years,1
918,10550.0,16.02,36,C,other,30000.0,4.48,MORTGAGE,1 year,0
2985,10000.0,19.92,36,D,debt_consolidation,35000.0,65.95,MORTGAGE,Unknown,0
4564,6000.0,9.67,36,B,debt_consolidation,67000.0,21.73,MORTGAGE,3 years,0
1156,27600.0,15.05,60,C,debt_consolidation,53000.0,23.37,MORTGAGE,4 years,0
10532,10800.0,14.49,60,C,credit_card,39635.0,34.1,RENT,9 years,0
3835,9150.0,17.86,36,D,debt_consolidation,42000.0,19.14,RENT,9 years,0
9926,19800.0,23.13,60,F,debt_consolidation,75000.0,12.86,RENT,Unknown,1
5976,12000.0,9.99,36,B,credit_card,40000.0,4.89,MORTGAGE,1 year,0
8202,18000.0,7.91,36,A,credit_card,120000.0,26.1,MORTGAGE,3 years,0
9717,12000.0,18.49,60,E,debt_consolidation,43000.0,25.98,RENT,< 1 year,1
6790,11550.0,12.42,36,B,medical,115000.0,5.93,RENT,5 years,0
1514,24000.0,16.2,60,C,debt_consolidation,70000.0,23.23,RENT,6 years,1
5361,9000.0,9.75,36,B,debt_consolidation,104000.0,11.69,MORTGAGE,3 years,0
11103,18875.0,10.42,36,B,debt_consolidation,80000.0,8.24,RENT,10+ years,0
2448,21000.0,14.65,36,C,credit_card,110000.0,25.26,MORTGAGE,3 years,1
4771,8000.0,11.99,36,B,debt_consolidation,38400.0,28.05,MORTGAGE,4 years,0
10683,40000.0,14.08,36,C,debt_consolidation,85000.0,24.3,MORTGAGE,4 years,0
1513,17000.0,12.29,60,C,debt_consolidation,140000.0,8.59,MORTGAGE,5 years,1
10456,24350.0,19.52,60,E,debt_consolidation,58000.0,31.31,MORTGAGE,10+ years,0
10316,20000.0,24.08,60,F,debt_consolidation,58500.0,12.98,MORTGAGE,10+ years,0
2026,10000.0,13.98,60,C,debt_consolidation,80000.0,7.23,MORTGAGE,< 1 year,1
903,13700.0,13.98,60,C,debt_consolidation,40000.0,25.77,RENT,6 years,0
5946,5000.0,10.99,36,B,credit_card,42000.0,18.31,RENT,9 years,0
3442,5000.0,15.95,60,D,debt_consolidation,35000.0,15.77,RENT,2 years,0
67,7000.0,12.29,36,C,debt_consolidation,62107.0,6.42,MORTGAGE,3 years,0
10054,14400.0,13.35,36,C,credit_card,37000.0,22.32,MORTGAGE,10+ years,0
7076,8000.0,12.12,36,B,small_business,45000.0,12.03,RENT,5 years,0
8075,10000.0,7.12,36,A,debt_consolidation,80000.0,11.57,RENT,1 year,0
2228,35000.0,12.29,36,C,debt_consolidation,225000.0,16.16,MORTGAGE,1 year,0
2189,9600.0,12.29,36,C,debt_consolidation,50000.0,24.17,RENT,3 years,1
92,25000.0,13.67,36,C,debt_consolidation,128000.0,11.36,RENT,10+ years,1
10430,5000.0,10.49,36,B,debt_consolidation,93000.0,5.83,RENT,10+ years,0
5338,12000.0,8.18,36,B,debt_consolidation,100000.0,11.91,RENT,7 years,0
10928,12000.0,6.97,36,A,debt_consolidation,75000.0,12.32,MORTGAGE,1 year,1
4893,10000.0,14.09,36,B,debt_consolidation,29500.0,20.97,RENT,< 1 year,0
7319,8000.0,7.99,36,A,debt_consolidation,80000.0,19.28,RENT,10+ years,0
8949,5000.0,6.62,36,A,wedding,80000.0,0.81,RENT,4 years,0
6026,15000.0,9.75,36,B,debt_consolidation,73200.0,11.29,MORTGAGE,9 years,0
1733,5000.0,15.99,36,C,credit_card,52000.0,21.81,OWN,10+ years,0
3374,27725.0,16.99,36,D,debt_consolidation,109000.0,15.64,RENT,2 years,0
10717,11700.0,14.33,36,C,debt_consolidation,35000.0,10.22,MORTGAGE,8 years,0
2157,3000.0,12.74,36,C,home_improvement,85000.0,16.28,MORTGAGE,10+ years,1
6453,20000.0,11.53,36,B,debt_consolidation,140000.0,4.25,OWN,2 years,0
2654,10500.0,12.69,36,C,credit_card,37230.0,23.05,MORTGAGE,10+ years,0
4157,25000.0,16.59,60,D,debt_consolidation,113904.0,8.95,MORTGAGE,10+ years,0
815,4000.0,14.49,36,C,other,72000.0,25.78,MORTGAGE,Unknown,1
1831,4800.0,13.99,36,C,vacation,40000.0,20.85,RENT,2 years,0
3723,9750.0,18.49,36,D,other,29000.0,21.32,RENT,< 1 year,0
7954,4500.0,6.62,36,A,debt_consolidation,39000.0,10.09,RENT,8 years,0
6000,15000.0,9.44,36,B,home_improvement,90000.0,37.15,OWN,Unknown,1
1429,16000.0,12.59,36,C,debt_consolidation,54000.0,21.38,MORTGAGE,Unknown,1
4630,25000.0,10.49,36,B,credit_card,126000.0,26.52,MORTGAGE,10+ years,1
11047,15000.0,11.99,36,B,debt_consolidation,62500.0,19.22,MORTGAGE,10+ years,0
6010,9600.0,8.99,36,B,home_improvement,95000.0,20.06,MORTGAGE,10+ years,0
4303,18000.0,16.29,36,D,debt_consolidation,41600.0,33.04,RENT,3 years,1
153,11200.0,12.69,60,C,debt_consolidation,80000.0,19.22,MORTGAGE,8 years,0
696,10800.0,14.65,36,C,moving,110000.0,12.38,RENT,10+ years,0
7640,10000.0,6.72,36,A,credit_card,103000.0,6.68,MORTGAGE,3 years,0
1745,30000.0,14.08,60,C,debt_consolidation,70000.0,37.92,MORTGAGE,< 1 year,0
9398,20000.0,18.99,60,E,debt_consolidation,68000.0,26.15,MORTGAGE,3 years,1
5108,3000.0,9.99,36,B,credit_card,157000.0,9.07,RENT,7 years,0
1525,21000.0,13.99,36,C,debt_consolidation,70000.0,28.18,MORTGAGE,4 years,1
4437,8000.0,10.64,36,B,home_improvement,56000.0,12.17,MORTGAGE,5 years,0
10149,2975.0,19.52,36,D,debt_consolidation,56000.0,15.56,OWN,4 years,0
7562,14000.0,6.68,36,A,credit_card,60000.0,15.65,RENT,7 years,0
3418,15000.0,16.99,36,D,debt_consolidation,93000.0,10.35,RENT,6 years,0
3324,9000.0,17.86,36,D,debt_consolidation,30000.0,20.0,MORTGAGE,7 years,1
2180,27500.0,11.99,60,C,credit_card,55000.0,26.71,MORTGAGE,6 years,0
1867,10000.0,12.79,36,C,medical,59478.0,1.8,RENT,10+ years,0
11145,5000.0,18.49,36,D,debt_consolidation,68000.0,10.39,RENT,10+ years,0
5052,36000.0,9.16,36,B,credit_card,84000.0,21.04,RENT,5 years,0
2113,21725.0,17.27,60,C,debt_consolidation,48600.0,13.68,MORTGAGE,9 years,0
8539,24000.0,6.24,36,A,debt_consolidation,170000.0,8.93,RENT,3 years,0
384,30250.0,11.99,36,C,debt_consolidation,96000.0,27.66,MORTGAGE,9 years,0
5919,5000.0,8.18,36,B,credit_card,55000.0,22.45,RENT,2 years,0
2375,12000.0,13.99,60,C,credit_card,35000.0,23.32,RENT,10+ years,0
8395,6500.0,8.9,36,A,credit_card,75000.0,18.4,RENT,10+ years,0
10632,10000.0,18.94,36,D,credit_card,45000.0,35.33,RENT,3 years,1
8935,20000.0,6.49,36,A,credit_card,114000.0,5.7,RENT,10+ years,0
6658,9750.0,14.09,36,B,debt_consolidation,40000.0,25.86,MORTGAGE,6 years,0
9902,2400.0,23.99,36,F,debt_consolidation,40000.0,22.77,RENT,5 years,0
4958,7300.0,11.44,36,B,credit_card,32000.0,18.12,RENT,< 1 year,0
3478,4900.0,17.86,36,D,debt_consolidation,40000.0,32.52,RENT,1 year,0
10296,35000.0,18.25,60,E,debt_consolidation,93500.0,27.3,MORTGAGE,10+ years,0
9096,5000.0,5.99,36,A,debt_consolidation,50000.0,12.7,OWN,3 years,0
5380,16000.0,11.99,60,B,home_improvement,226800.0,23.65,MORTGAGE,< 1 year,0
1165,10000.0,15.31,36,C,credit_card,50000.0,7.85,RENT,2 years,0
10554,8400.0,9.17,36,B,other,98292.0,18.06,OWN,Unknown,0
6883,2000.0,11.49,36,B,credit_card,55000.0,22.32,MORTGAGE,4 years,1
5375,8000.0,11.53,36,B,debt_consolidation,115000.0,19.59,RENT,10+ years,0
681,2000.0,13.33,36,C,debt_consolidation,40000.0,21.3,RENT,7 years,0
9218,11200.0,18.2,36,E,other,50000.0,26.62,MORTGAGE,10+ years,0
6936,16000.0,10.99,36,B,debt_consolidation,54000.0,20.2,RENT,10+ years,1
5738,20000.0,8.39,60,B,credit_card,236000.0,22.44,RENT,10+ years,0
159,25200.0,14.46,36,C,debt_consolidation,60000.0,27.44,MORTGAGE,10+ years,0
1280,10000.0,14.99,36,C,debt_consolidation,82000.0,16.05,MORTGAGE,10+ years,1
3035,11000.0,18.24,60,D,debt_consolidation,40000.0,14.46,OWN,3 years,0
6561,5000.0,10.99,36,B,major_purchase,52000.0,6.9,RENT,10+ years,0
6987,3500.0,10.91,36,B,debt_consolidation,75000.0,31.7,MORTGAGE,5 years,0
10921,9525.0,11.49,36,B,debt_consolidation,27242.0,31.81,OWN,10+ years,1
414,9000.0,13.22,36,C,debt_consolidation,90900.0,9.81,RENT,9 years,0
5343,2500.0,12.12,36,B,home_improvement,70000.0,20.35,OWN,2 years,0
44,14000.0,12.29,36,C,debt_consolidation,65000.0,28.71,OWN,10+ years,0
8540,25600.0,5.32,36,A,credit_card,145000.0,4.89,MORTGAGE,10+ years,0
1948,8000.0,13.98,36,C,debt_consolidation,33560.0,32.76,MORTGAGE,1 year,0
6661,7000.0,9.49,36,B,credit_card,39000.0,29.45,MORTGAGE,7 years,1
135,6000.0,12.69,36,C,debt_consolidation,38000.0,6.63,RENT,3 years,1
1859,6000.0,13.99,36,C,car,30000.0,20.44,MORTGAGE,10+ years,0
2703,11200.0,12.59,36,C,major_purchase,70000.0,16.05,RENT,10+ years,0
7053,20000.0,10.15,36,B,debt_consolidation,141000.0,15.96,RENT,8 years,0
5015,25000.0,9.99,60,B,debt_consolidation,67000.0,14.92,MORTGAGE,3 years,0
9602,12600.0,26.3,60,E,credit_card,43000.0,28.3,OWN,3 years,0
7879,6000.0,7.26,36,A,credit_card,120000.0,10.34,RENT,10+ years,0
7622,10000.0,6.97,36,A,debt_consolidation,15000.0,58.01,MORTGAGE,1 year,0
10753,18000.0,13.67,60,B,credit_card,104000.0,14.56,MORTGAGE,10+ years,0
5346,11000.0,11.14,36,B,debt_consolidation,50000.0,7.49,RENT,1 year,0
952,10000.0,12.29,36,C,debt_consolidation,39570.0,23.54,RENT,3 years,0
3278,4500.0,16.55,36,D,debt_consolidation,35500.0,20.11,MORTGAGE,2 years,0
8061,16000.0,5.32,36,A,credit_card,120000.0,9.39,RENT,8 years,0
10701,20000.0,18.99,60,E,debt_consolidation,65000.0,20.05,RENT,10+ years,1
3794,14000.0,18.25,36,D,debt_consolidation,110000.0,9.78,OWN,3 years,0
6086,10000.0,13.11,36,B,debt_consolidation,50000.0,6.03,OWN,6 years,0
8923,4800.0,6.89,36,A,home_improvement,88000.0,24.68,MORTGAGE,3 years,0
5182,20000.0,14.09,36,B,debt_consolidation,129000.0,9.96,RENT,10+ years,0
7688,19200.0,7.89,60,A,other,64000.0,12.34,MORTGAGE,10+ years,1
7489,3000.0,7.89,36,A,debt_consolidation,150000.0,10.38,RENT,10+ years,0
3480,25000.0,17.09,60,D,debt_consolidation,105000.0,28.09,MORTGAGE,2 years,0
9289,9000.0,16.4,60,E,debt_consolidation,67000.0,23.71,MORTGAGE,4 years,1
11143,9200.0,7.89,36,A,debt_consolidation,31200.0,17.0,RENT,< 1 year,0
9057,35000.0,7.89,36,A,debt_consolidation,145000.0,27.88,MORTGAGE,1 year,0
6040,20000.0,8.18,60,B,home_improvement,85000.0,0.68,MORTGAGE,10+ years,0
10834,21000.0,6.97,36,A,debt_consolidation,90000.0,19.4,MORTGAGE,10+ years,0
1173,7500.0,11.99,36,C,other,61250.0,0.78,RENT,< 1 year,0
235,12000.0,12.69,36,C,debt_consolidation,119000.0,13.74,MORTGAGE,10+ years,0
9698,30000.0,26.3,60,E,credit_card,20000.0,76.75,OWN,Unknown,0
4472,10000.0,9.67,36,B,credit_card,51000.0,21.62,RENT,3 years,0
1364,12000.0,15.99,60,C,credit_card,65500.0,30.69,MORTGAGE,2 years,1
6179,17725.0,11.49,36,B,debt_consolidation,38220.0,13.16,RENT,10+ years,1
4376,2500.0,11.49,36,B,debt_consolidation,24000.0,16.25,RENT,2 years,0
607,6000.0,13.18,36,C,credit_card,65000.0,19.33,MORTGAGE,2 years,0
9368,8325.0,20.49,36,E,debt_consolidation,30000.0,33.72,RENT,5 years,0
10976,35000.0,14.33,60,C,debt_consolidation,105000.0,12.46,MORTGAGE,10+ years,1
10904,16000.0,12.74,60,C,other,156000.0,5.53,MORTGAGE,2 years,0
1813,1700.0,13.67,36,C,other,75000.0,1.06,MORTGAGE,Unknown,0
4532,5000.0,11.67,36,B,credit_card,45000.0,11.68,OWN,< 1 year,0
1871,12500.0,12.99,36,C,debt_consolidation,72000.0,16.98,RENT,9 years,0
10933,26600.0,24.99,60,F,debt_consolidation,70000.0,33.62,RENT,10+ years,1
10373,12800.0,19.99,60,E,debt_consolidation,60000.0,14.0,RENT,10+ years,0
8310,20000.0,8.39,36,A,credit_card,50727.0,27.89,OWN,7 years,0
1643,3000.0,13.67,36,C,debt_consolidation,64000.0,27.53,MORTGAGE,10+ years,0
2134,5400.0,13.98,36,C,medical,45000.0,16.11,MORTGAGE,3 years,0
4689,10000.0,10.99,36,B,debt_consolidation,30000.0,9.33,RENT,3 years,0
6519,10000.0,11.49,36,B,debt_consolidation,33200.0,16.41,RENT,2 years,0
7218,10000.0,8.18,36,B,credit_card,37440.0,18.33,RENT,< 1 year,0
9860,12500.0,30.49,36,F,other,25000.0,19.44,OWN,5 years,1
9837,5000.0,21.99,36,F,other,46625.75,17.8,MORTGAGE,10+ years,0
1642,13000.0,12.79,36,C,debt_consolidation,55000.0,11.26,RENT,7 years,0
762,4000.0,12.29,36,C,debt_consolidation,22000.0,7.2,RENT,Unknown,0
9633,35000.0,19.99,60,E,home_improvement,175000.0,25.56,MORTGAGE,6 years,0
252,8000.0,12.62,36,C,house,36000.0,19.57,MORTGAGE,5 years,1
4515,16000.0,10.99,36,B,debt_consolidation,60000.0,27.82,RENT,10+ years,1
10243,11000.0,7.89,36,A,debt_consolidation,42000.0,20.91,RENT,5 years,0
1358,3625.0,15.31,36,C,credit_card,14064.96,14.25,MORTGAGE,10+ years,0
394,10000.0,13.98,60,C,debt_consolidation,65000.0,23.02,RENT,8 years,0
5958,13000.0,10.99,36,B,debt_consolidation,60000.0,10.96,RENT,10+ years,0
6616,3600.0,11.39,36,B,moving,59000.0,18.78,MORTGAGE,10+ years,0
10784,20000.0,5.32,36,A,debt_consolidation,125000.0,6.26,RENT,10+ years,0
5141,1000.0,9.62,36,B,debt_consolidation,45600.0,11.02,OWN,10+ years,0
4939,10000.0,9.8,36,B,debt_consolidation,68000.0,25.79,RENT,10+ years,1
10376,23975.0,13.98,36,C,credit_card,60000.0,27.07,OWN,< 1 year,1
