loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
15000, 36 months,11.06,B,B3,1 year,MORTGAGE,90000.0,Jul-2018,Current,debt_consolidation,22.37
21000, 60 months,15.59,C,C5,< 1 year,MORTGAGE,52000.0,Jun-2016,Current,debt_consolidation,31.64
10000, 36 months,10.91,B,B4,1 year,RENT,39000.0,Sep-2017,Current,debt_consolidation,9.88
21000, 60 months,11.99,B,B5,10+ years,MORTGAGE,84388.0,Jan-2018,Current,debt_consolidation,22.27
12250, 36 months,13.67,D,D2,< 1 year,RENT,30000.0,Dec-2008,Charged Off,debt_consolidation,13.28
17925, 60 months,19.52,E,E2,9 years,MORTGAGE,64524.0,Oct-2014,Current,debt_consolidation,37.49
15000, 60 months,16.02,C,C5,3 years,MORTGAGE,100000.0,Sep-2017,Current,debt_consolidation,14.86
9600, 36 months,13.67,B,B5,< 1 year,RENT,35000.0,Mar-2012,Fully Paid,credit_card,24.27
29100, 36 months,17.77,D,D1,10+ years,RENT,65000.0,Mar-2013,Fully Paid,debt_consolidation,29.15
10000, 36 months,20.0,D,D4,9 years,RENT,150000.0,Dec-2017,Charged Off,debt_consolidation,35.14
15000, 60 months,18.24,D,D5,9 years,RENT,64000.0,Jul-2014,Current,debt_consolidation,17.59
18000, 60 months,22.99,F,F1,10+ years,MORTGAGE,50000.0,Jan-2015,Fully Paid,debt_consolidation,9.15
3000, 36 months,10.99,B,B4,,MORTGAGE,100000.0,May-2015,Charged Off,debt_consolidation,14.27
12500, 60 months,18.99,D,D3,2 years,RENT,40000.0,Dec-2016,Fully Paid,credit_card,18.48
12000, 36 months,14.85,C,C5,1 year,RENT,50000.0,Jan-2016,Charged Off,debt_consolidation,26.49
6500, 36 months,14.03,C,C2,10+ years,RENT,34000.0,Jul-2018,Current,other,7.09
12000, 60 months,20.39,D,D4,4 years,RENT,46804.0,Mar-2018,Current,debt_consolidation,27.97
14000, 60 months,16.29,D,D1,10+ years,MORTGAGE,97000.0,Jun-2016,Charged Off,debt_consolidation,30.27
15000, 36 months,14.33,C,C1,2 years,MORTGAGE,83116.0,May-2013,Fully Paid,debt_consolidation,25.96
6000, 36 months,14.08,C,C3,2 years,RENT,33600.0,Feb-2018,Current,debt_consolidation,15.31
14000, 60 months,7.39,A,A4,,OWN,75000.0,Apr-2016,Fully Paid,home_improvement,9.58
11000, 36 months,5.31,A,A1,10+ years,MORTGAGE,102000.0,Apr-2018,Current,credit_card,9.85
16000, 36 months,6.03,A,A1,1 year,MORTGAGE,91000.0,Apr-2014,Fully Paid,debt_consolidation,8.58
7000, 36 months,9.75,B,B3,2 years,RENT,48000.0,May-2016,Fully Paid,medical,18.25
16000, 60 months,18.06,D,D2,10+ years,RENT,80000.0,Dec-2017,Current,debt_consolidation,18.88
21000, 36 months,8.39,B,B1,10+ years,MORTGAGE,120000.0,Mar-2016,Fully Paid,credit_card,29.23
8000, 36 months,6.97,A,A3,4 years,RENT,54000.0,Feb-2016,Fully Paid,credit_card,17.16
24000, 36 months,27.27,E,E5,1 year,RENT,43000.0,Nov-2018,Current,major_purchase,25.57
10325, 36 months,22.15,E,E5,3 years,RENT,26000.0,Sep-2014,Charged Off,debt_consolidation,25.95
10850, 36 months,17.99,D,D2,10+ years,OWN,21700.0,Jun-2012,Fully Paid,debt_consolidation,23.68
6625, 36 months,13.11,B,B4,2 years,RENT,23500.0,Mar-2013,Fully Paid,debt_consolidation,20.02
3600, 36 months,16.99,D,D1,10+ years,MORTGAGE,57500.0,Apr-2017,Fully Paid,other,19.12
15000, 36 months,8.46,A,A5,< 1 year,MORTGAGE,33000.0,Sep-2018,Current,debt_consolidation,31.53
10000, 36 months,11.06,B,B3,1 year,OWN,70000.0,Jul-2018,Current,other,15.58
17000, 36 months,19.42,D,D3,10+ years,OWN,112000.0,May-2018,Fully Paid,debt_consolidation,18.24
10000, 36 months,13.58,C,C2,7 years,MORTGAGE,58967.0,May-2018,Current,debt_consolidation,20.68
36250, 36 months,6.19,A,A2,9 years,MORTGAGE,134250.0,Jun-2018,Current,debt_consolidation,29.33
20000, 36 months,5.32,A,A1,10+ years,MORTGAGE,190000.0,Oct-2016,Current,debt_consolidation,7.22
20000, 60 months,18.25,D,D3,10+ years,MORTGAGE,85000.0,May-2014,Fully Paid,credit_card,21.35
11000, 36 months,16.02,C,C5,1 year,OWN,32448.0,Sep-2017,Fully Paid,debt_consolidation,22.63
14000, 60 months,14.31,C,C4,10+ years,MORTGAGE,65000.0,Nov-2014,Fully Paid,debt_consolidation,21.33
20000, 36 months,11.06,B,B3,3 years,MORTGAGE,200000.0,Aug-2018,Current,debt_consolidation,9.14
35000, 60 months,18.25,E,E1,10+ years,MORTGAGE,93500.0,May-2015,Fully Paid,debt_consolidation,27.3
25000, 60 months,10.42,B,B3,3 years,RENT,65000.0,Nov-2017,Current,credit_card,29.54
8000, 36 months,5.93,A,A1,9 years,MORTGAGE,49361.32,May-2015,Fully Paid,credit_card,19.62
37350, 60 months,13.99,C,C3,,MORTGAGE,1.0,Mar-2017,Current,home_improvement,
1000, 36 months,16.46,C,C5,2 years,RENT,25000.0,Jun-2018,Fully Paid,other,18.67
