loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
12000, 36 months,9.76,B,B3,10+ years,RENT,50000.0,Dec-2015,Charged Off,credit_card,8.38
35000, 60 months,11.05,B,B4,9 years,OWN,300000.0,May-2018,Current,debt_consolidation,21.38
9875, 36 months,14.09,B,B5,2 years,MORTGAGE,52000.0,Apr-2013,Fully Paid,debt_consolidation,26.35
22500, 60 months,14.65,C,C5,10+ years,MORTGAGE,80000.0,Oct-2015,Fully Paid,debt_consolidation,8.18
10000, 36 months,10.99,B,B4,10+ years,MORTGAGE,58000.0,Jul-2016,Fully Paid,home_improvement,14.32
25000, 60 months,20.89,D,D4,2 years,OWN,85000.0,Nov-2018,Current,credit_card,6.99
14300, 60 months,16.91,C,C5,9 years,MORTGAGE,165000.0,Aug-2018,Current,home_improvement,28.28
9600, 36 months,6.89,A,A3,< 1 year,RENT,64500.0,Nov-2015,Fully Paid,debt_consolidation,7.14
35000, 60 months,12.74,C,C1,5 years,RENT,105000.0,Apr-2017,Fully Paid,debt_consolidation,19.04
13300, 60 months,24.24,F,F3,1 year,OWN,63000.0,Jan-2016,Charged Off,debt_consolidation,38.99
2000, 36 months,7.99,A,A4,10+ years,MORTGAGE,58000.0,Sep-2016,Fully Paid,credit_card,17.44
20000, 36 months,6.89,A,A3,7 years,RENT,65000.0,Oct-2015,Fully Paid,debt_consolidation,18.61
27500, 60 months,9.99,B,B3,2 years,RENT,67500.0,May-2015,Fully Paid,debt_consolidation,16.69
12800, 36 months,6.03,A,A1,10+ years,MORTGAGE,57000.0,Nov-2012,Fully Paid,debt_consolidation,13.28
13725, 36 months,14.46,C,C4,< 1 year,RENT,60000.0,Mar-2016,Fully Paid,debt_consolidation,21.28
13575, 36 months,18.84,E,E2,10+ years,RENT,40108.52,Apr-2015,Charged Off,debt_consolidation,20.25
35000, 60 months,17.99,D,D2,10+ years,MORTGAGE,100000.0,Dec-2016,Current,debt_consolidation,27.94
6925, 36 months,16.24,C,C5,,RENT,24000.0,Jan-2014,Charged Off,debt_consolidation,7.65
15000, 36 months,9.92,B,B2,2 years,OWN,196000.0,Mar-2018,Current,debt_consolidation,18.29
10000, 36 months,8.46,A,A5,10+ years,RENT,50000.0,Oct-2018,Current,debt_consolidation,27.6
7200, 36 months,8.39,B,B1,10+ years,RENT,52000.0,Feb-2016,Current,debt_consolidation,12.81
4000, 36 months,15.61,D,D1,< 1 year,MORTGAGE,35000.0,Jul-2015,Fully Paid,debt_consolidation,24.62
15000, 60 months,15.31,C,C4,7 years,RENT,62000.0,Mar-2014,Fully Paid,debt_consolidation,19.28
12000, 60 months,29.69,F,F2,9 years,OWN,50000.0,Nov-2017,Current,debt_consolidation,25.44
12000, 60 months,11.99,B,B5,< 1 year,RENT,58000.0,Sep-2017,Current,debt_consolidation,14.28
10000, 60 months,15.61,D,D1,4 years,RENT,65000.0,Jul-2014,Fully Paid,debt_consolidation,24.95
4000, 36 months,10.91,B,B4,1 year,RENT,30000.0,Sep-2017,Current,credit_card,22.44
25000, 60 months,16.2,C,C4,1 year,MORTGAGE,110000.0,Oct-2013,Fully Paid,debt_consolidation,10.0
15500, 36 months,11.99,B,B5,6 years,RENT,50960.0,Nov-2014,Fully Paid,debt_consolidation,27.45
10000, 36 months,13.11,B,B4,8 years,RENT,42000.0,Jul-2012,Fully Paid,debt_consolidation,20.17
4450, 36 months,8.24,B,B1,4 years,MORTGAGE,72694.0,May-2017,Current,home_improvement,27.84
10000, 36 months,11.05,B,B4,9 years,MORTGAGE,54996.0,May-2018,Fully Paid,debt_consolidation,38.51
24700, 60 months,30.94,G,G4,10+ years,MORTGAGE,75000.0,May-2017,Charged Off,home_improvement,32.19
2000, 36 months,10.41,B,B3,3 years,RENT,35000.0,Mar-2018,Fully Paid,debt_consolidation,15.47
9975, 36 months,10.99,B,B3,,RENT,29004.0,Aug-2011,Fully Paid,debt_consolidation,17.67
19600, 60 months,10.78,B,B4,< 1 year,MORTGAGE,61000.0,Jan-2016,Charged Off,car,8.54
24000, 36 months,12.79,C,C1,10+ years,MORTGAGE,65000.0,Jul-2016,Fully Paid,debt_consolidation,13.94
8000, 36 months,9.99,B,B3,4 years,RENT,80000.0,Aug-2015,Fully Paid,debt_consolidation,13.25
22675, 60 months,17.86,D,D5,5 years,OWN,63000.0,Oct-2015,Current,other,35.41
35000, 60 months,19.19,E,E3,10+ years,OWN,76000.0,Jun-2015,Fully Paid,credit_card,21.7
32000, 60 months,18.45,D,D2,4 years,RENT,50000.0,May-2018,Current,debt_consolidation,21.39
7700, 36 months,5.31,A,A1,< 1 year,RENT,40000.0,Jun-2018,Current,credit_card,7.38
30000, 60 months,12.13,B,B5,2 years,RENT,21000.0,Jun-2018,Current,credit_card,77.94
24000, 36 months,8.9,A,A5,2 years,RENT,115000.0,Dec-2013,Fully Paid,debt_consolidation,11.35
6400, 36 months,11.49,B,B5,10+ years,MORTGAGE,62000.0,Feb-2017,Fully Paid,credit_card,13.74
16225, 36 months,15.05,C,C4,,MORTGAGE,150000.0,Dec-2017,Current,debt_consolidation,7.89
13500, 36 months,9.49,B,B2,10+ years,MORTGAGE,70000.0,Sep-2016,Fully Paid,debt_consolidation,16.85
12000, 36 months,10.9,B,B4,3 years,MORTGAGE,65000.0,May-2018,Current,major_purchase,16.38
14400, 36 months,13.33,C,C3,< 1 year,MORTGAGE,100000.0,Mar-2015,Fully Paid,home_improvement,10.88
