loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,dti
21000, 36 months,13.49,C,C2,9 years,RENT,98404.0,May-2017,Current,debt_consolidation,24.08
10800, 60 months,19.99,E,E4,8 years,RENT,59100.0,Oct-2015,Charged Off,debt_consolidation,16.85
21000, 60 months,16.91,C,C5,10+ years,MORTGAGE,175000.0,Nov-2018,Current,debt_consolidation,17.05
10000, 36 months,7.84,A,A4,1 year,OWN,49000.0,Aug-2018,Current,debt_consolidation,26.52
15675, 60 months,20.0,D,D4,10+ years,MORTGAGE,90000.0,Jan-2018,Fully Paid,medical,24.13
30000, 36 months,5.32,A,A1,,OWN,121000.0,Jan-2018,Current,debt_consolidation,21.76
10400, 36 months,10.56,B,B3,10+ years,RENT,47625.0,Jun-2018,Current,credit_card,20.31
8000, 36 months,9.75,B,B3,10+ years,OWN,85000.0,Mar-2016,Fully Paid,home_improvement,9.99
9100, 36 months,14.03,C,C2,10+ years,MORTGAGE,75000.0,Jun-2018,Current,credit_card,12.59
17500, 36 months,10.64,B,B2,4 years,RENT,42000.0,Jul-2013,Fully Paid,debt_consolidation,25.47
35000, 60 months,11.49,B,B5,9 years,MORTGAGE,80000.0,Mar-2017,Fully Paid,debt_consolidation,10.68
12400, 36 months,18.06,D,D2,< 1 year,MORTGAGE,40000.0,Oct-2017,Current,debt_consolidation,32.28
17000, 36 months,12.74,C,C1,10+ years,RENT,60000.0,Dec-2016,Current,debt_consolidation,6.74
22400, 60 months,15.99,C,C5,7 years,MORTGAGE,121000.0,Jan-2017,Charged Off,debt_consolidation,14.32
15300, 36 months,9.17,B,B1,5 years,MORTGAGE,61000.0,Jul-2014,Fully Paid,credit_card,27.68
10000, 60 months,19.52,D,D4,2 years,MORTGAGE,50000.0,Nov-2013,Fully Paid,debt_consolidation,33.17
20000, 36 months,12.88,C,C2,3 years,RENT,62000.0,Jan-2016,Fully Paid,debt_consolidation,23.69
4000, 36 months,8.9,A,A5,1 year,OWN,48000.0,Aug-2012,Fully Paid,credit_card,11.88
6000, 36 months,6.99,A,A2,6 years,OWN,85000.0,Oct-2016,Current,debt_consolidation,15.7
28000, 36 months,8.19,A,A5,1 year,MORTGAGE,135000.0,Nov-2014,Fully Paid,credit_card,20.99
5400, 36 months,6.07,A,A2,3 years,MORTGAGE,71000.0,Apr-2018,Current,small_business,0.0
20000, 60 months,14.08,C,C3,3 years,RENT,70000.0,Jul-2017,Current,debt_consolidation,11.71
15000, 36 months,16.14,C,C4,10+ years,MORTGAGE,40000.0,Aug-2018,Current,credit_card,27.39
35000, 36 months,11.99,B,B5,10+ years,MORTGAGE,145500.0,May-2017,Current,debt_consolidation,21.88
20000, 36 months,7.89,A,A5,2 years,RENT,125000.0,Aug-2015,Fully Paid,debt_consolidation,14.94
25000, 60 months,12.61,C,C1,7 years,RENT,110000.0,Mar-2018,Fully Paid,major_purchase,1.68
28000, 36 months,8.39,A,A5,2 years,MORTGAGE,132000.0,Sep-2014,Fully Paid,debt_consolidation,17.01
6350, 36 months,15.61,D,D1,5 years,MORTGAGE,39000.0,May-2014,Fully Paid,credit_card,30.55
8000, 36 months,16.55,D,D2,5 years,RENT,30000.0,Jul-2015,Fully Paid,debt_consolidation,32.56
12000, 36 months,10.41,B,B3,6 years,RENT,60000.0,Apr-2018,Current,debt_consolidation,33.04
5000, 36 months,14.03,C,C2,10+ years,RENT,120000.0,Jun-2018,Fully Paid,moving,14.85
7000, 36 months,5.32,A,A1,10+ years,MORTGAGE,150000.0,Nov-2016,Current,debt_consolidation,13.61
6950, 36 months,9.49,B,B2,3 years,RENT,34500.0,Jul-2016,Current,credit_card,13.39
8000, 36 months,8.08,A,A5,10+ years,MORTGAGE,90000.0,Jun-2018,Current,credit_card,11.57
5300, 36 months,7.99,A,A5,3 years,RENT,46000.0,Mar-2017,Current,credit_card,14.19
10400, 36 months,13.33,C,C3,< 1 year,MORTGAGE,75000.0,Apr-2015,Charged Off,other,22.59
15000, 60 months,7.39,A,A4,6 years,MORTGAGE,85000.0,Mar-2016,Current,debt_consolidation,11.41
15000, 60 months,12.61,C,C1,2 years,MORTGAGE,65000.0,Mar-2018,Current,debt_consolidation,5.37
10500, 60 months,17.97,D,D1,4 years,RENT,44000.0,Nov-2018,Current,debt_consolidation,29.21
20000, 60 months,13.33,C,C3,10+ years,MORTGAGE,80000.0,Aug-2015,Current,debt_consolidation,10.26
11000, 36 months,7.26,A,A4,8 years,MORTGAGE,49000.0,Aug-2015,Fully Paid,debt_consolidation,16.9
15350, 36 months,16.99,D,D3,< 1 year,RENT,35000.0,Mar-2015,Fully Paid,debt_consolidation,6.24
25000, 60 months,16.14,C,C4,10+ years,MORTGAGE,58000.0,Aug-2018,Current,debt_consolidation,5.98
3000, 36 months,11.67,B,B4,< 1 year,MORTGAGE,63000.0,Oct-2014,Fully Paid,home_improvement,14.59
20000, 60 months,17.57,D,D4,1 year,RENT,55000.0,Oct-2014,Current,credit_card,29.06
10000, 36 months,10.47,B,B2,10+ years,OWN,45000.0,Jul-2018,Current,credit_card,23.76
10625, 60 months,18.75,D,D3,10+ years,RENT,32000.0,Aug-2012,Fully Paid,debt_consolidation,31.09
11200, 60 months,15.77,D,D1,9 years,RENT,45000.0,Jan-2016,Current,home_improvement,32.91
